CustomerID,churn_probability,churn_actual,CLTV,Monthly Charges,reason_1,reason_2,reason_3
5049-MUBWG,0.0736,0,4705,75.0,No dependents,No online backup,
2332-TODQS,0.0272,0,3642,25.05,No dependents,No tech support,No online security
4419-UJMUS,0.0368,0,4637,99.35,Fiber optic internet,Pays by electronic check,Paperless billing
2233-TXSIU,0.0409,0,3522,44.45,Relatively short tenure (17 months),No tech support,No online backup
6770-XUAGN,0.469,1,3753,21.0,New customer (1 month),Month-to-month contract,No dependents
2919-HBCJO,0.6421,1,4580,76.65,New customer (4 months),Fiber optic internet,Month-to-month contract
9508-ILZDG,0.4484,0,5425,96.35,Fiber optic internet,Month-to-month contract,No dependents
5442-BHQNG,0.6887,0,3430,70.35,New customer (2 months),Fiber optic internet,Month-to-month contract
7250-EQKIY,0.1607,1,2426,50.45,New customer (1 month),Month-to-month contract,No tech support
6838-HVLXG,0.1186,0,4177,20.3,Month-to-month contract,New customer (12 months),No dependents
9767-FFLEM,0.2803,0,4591,69.5,Fiber optic internet,Month-to-month contract,No dependents
2245-ADZFJ,0.0694,0,3491,80.55,No dependents,No online security,
1150-WFARN,0.0881,1,5516,108.75,Fiber optic internet,No dependents,Paperless billing
9054-FOWNV,0.2984,0,5585,88.75,Fiber optic internet,Month-to-month contract,Pays by electronic check
7997-EASSD,0.1489,0,6063,81.2,Fiber optic internet,No dependents,Paperless billing
7560-QJAVJ,0.0151,0,5474,79.6,No dependents,No online backup,No device protection
2668-TZSPS,0.2502,0,2664,20.45,New customer (1 month),Month-to-month contract,No dependents
9139-WQQDY,0.2818,1,4235,100.45,Fiber optic internet,No dependents,No tech support
6726-NNFWD,0.0544,0,6004,89.45,Fiber optic internet,No dependents,No tech support
9330-DHBFL,0.0721,0,2072,66.25,No dependents,Paperless billing,Relatively short tenure (23 months)
5727-MYATE,0.007,0,5028,90.8,Paperless billing,No device protection,
2824-DXNKN,0.0076,0,5656,71.45,Paperless billing,No tech support,No online backup
6166-ILMNY,0.6065,1,5667,69.75,New customer (2 months),Fiber optic internet,Month-to-month contract
5236-XMZJY,0.0678,0,3048,59.65,Month-to-month contract,No dependents,No tech support
1709-EJDOX,0.0027,0,3843,19.75,No tech support,No online security,No online backup
4962-CHQPW,0.0071,0,2941,19.85,No tech support,No online security,No online backup
0301-FIDRB,0.0076,0,6107,63.8,Paperless billing,No device protection,
1820-TQVEV,0.7575,1,3042,69.55,New customer (1 month),Fiber optic internet,Month-to-month contract
9115-YQHGA,0.151,0,3355,51.1,Month-to-month contract,No dependents,Pays by electronic check
1541-ETJZO,0.4209,1,2937,62.05,New customer (1 month),Month-to-month contract,No dependents
6230-BSUXY,0.8103,1,2650,85.0,New customer (1 month),Fiber optic internet,Month-to-month contract
6797-LNAQX,0.0962,1,4794,98.3,Fiber optic internet,No dependents,No tech support
9588-YRFHY,0.0166,0,5240,19.9,No dependents,Paperless billing,No tech support
1092-GANHU,0.4947,1,3182,76.65,Fiber optic internet,Month-to-month contract,No dependents
5951-AOFIH,0.1882,0,3843,66.4,Month-to-month contract,No dependents,Paperless billing
7029-RPUAV,0.6944,1,5508,100.45,Fiber optic internet,Month-to-month contract,No dependents
4700-UBQMV,0.0592,0,3503,75.9,Paperless billing,Relatively short tenure (21 months),No tech support
3594-UVONA,0.1059,1,3833,85.95,No dependents,Paperless billing,No online backup
7750-EYXWZ,0.2623,0,3740,60.65,New customer (12 months),No dependents,Pays by electronic check
7054-ENNGU,0.2697,0,4623,50.85,New customer (9 months),Month-to-month contract,No dependents
0402-OAMEN,0.0025,0,5335,24.45,No tech support,No online security,No online backup
2195-VVRJF,0.2825,0,2422,59.1,Month-to-month contract,No dependents,Relatively short tenure (18 months)
8819-ZBYNA,0.0996,0,4935,109.1,Fiber optic internet,No dependents,Paperless billing
7748-UMTRK,0.2192,0,2440,101.3,Fiber optic internet,Month-to-month contract,Pays by electronic check
1741-WTPON,0.0173,0,4937,115.85,Fiber optic internet,No device protection,
7209-JCUDS,0.7028,1,2832,94.9,Fiber optic internet,New customer (10 months),Month-to-month contract
2485-ITVKB,0.791,1,2643,35.1,New customer (2 months),Month-to-month contract,No dependents
9648-BCHKM,0.0114,0,5231,24.65,Relatively short tenure (18 months),Paperless billing,No tech support
0743-HRVFF,0.0581,0,4132,56.15,Pays by electronic check,Paperless billing,No online security
2522-AHJXR,0.3484,0,4350,109.45,Fiber optic internet,Month-to-month contract,No dependents
9143-CANJF,0.038,0,2200,55.15,Month-to-month contract,Pays by electronic check,No online backup
1444-VVSGW,0.1117,1,5563,115.65,Fiber optic internet,No dependents,No device protection
6898-MDLZW,0.2091,0,5385,53.75,Month-to-month contract,New customer (12 months),No dependents
0074-HDKDG,0.0909,0,3807,61.6,No dependents,Paperless billing,No tech support
3982-JGSFD,0.0375,0,3526,20.35,No dependents,Paperless billing,No tech support
7928-VJYAB,0.3167,0,2004,90.6,Fiber optic internet,Month-to-month contract,New customer (11 months)
1522-VVDMG,0.6318,1,3807,89.75,Fiber optic internet,New customer (7 months),Month-to-month contract
2665-NPTGL,0.6452,0,3114,98.1,Fiber optic internet,Month-to-month contract,No dependents
8728-SKJLR,0.282,0,3277,74.25,Fiber optic internet,Month-to-month contract,No dependents
7733-UDMTP,0.3295,0,4622,55.0,Month-to-month contract,No dependents,Pays by electronic check
0431-APWVY,0.3645,1,5958,90.1,Fiber optic internet,No dependents,Paperless billing
5081-NWSUP,0.113,0,4883,64.9,New customer (10 months),No dependents,No online security
2746-DIJLO,0.0848,0,2994,56.3,No dependents,Paperless billing,No tech support
7277-OZCGZ,0.3859,0,5479,89.05,Fiber optic internet,Month-to-month contract,No dependents
5236-PERKL,0.103,1,4738,112.95,Fiber optic internet,No dependents,Paperless billing
2788-CJQAQ,0.0509,0,3799,19.45,No dependents,Relatively short tenure (13 months),No tech support
3096-WPXBT,0.0429,0,4804,100.7,Fiber optic internet,Paperless billing,No tech support
9962-BFPDU,0.0835,0,5811,20.05,New customer (1 month),Month-to-month contract,No tech support
2892-GESUL,0.006,0,2269,19.35,Relatively short tenure (18 months),No tech support,No online security
9741-YLNTD,0.7244,0,2684,87.95,New customer (6 months),Fiber optic internet,Month-to-month contract
1205-WNWPJ,0.3101,1,4661,59.5,New customer (7 months),Month-to-month contract,No dependents
3173-NVMPX,0.127,0,4291,55.3,New customer (9 months),Month-to-month contract,Paperless billing
9661-MHUMO,0.1726,1,4478,49.25,New customer (1 month),Month-to-month contract,Paperless billing
6000-APYLU,0.6506,1,3890,80.8,Fiber optic internet,New customer (9 months),Month-to-month contract
0048-PIHNL,0.0336,0,6061,20.45,No dependents,No tech support,No online security
9420-LOJKX,0.1448,1,2966,99.1,Fiber optic internet,Month-to-month contract,Relatively short tenure (15 months)
7061-OVMIM,0.0429,0,5203,19.55,No dependents,No tech support,No online security
5671-RQRLP,0.0855,0,4181,75.65,Fiber optic internet,No dependents,Paperless billing
5129-JLPIS,0.4363,0,5822,105.5,Fiber optic internet,Month-to-month contract,No dependents
5170-PTRKA,0.0812,0,4865,35.8,No dependents,Paperless billing,No online backup
4819-HJPIW,0.248,0,2675,25.15,Month-to-month contract,No dependents,Relatively short tenure (18 months)
8780-RSYYU,0.1016,0,2159,19.2,Month-to-month contract,No dependents,Paperless billing
2335-GSODA,0.0071,0,2327,40.1,No online backup,Relatively short tenure (23 months),No device protection
5696-CEIQJ,0.013,0,4376,103.15,Fiber optic internet,No online security,No device protection
6169-PPETC,0.0039,0,2009,20.5,No tech support,No online security,No online backup
4237-RLAQD,0.4931,1,5930,45.85,New customer (1 month),Month-to-month contract,No dependents
7359-WWYJV,0.0531,0,6274,114.45,Fiber optic internet,No dependents,No device protection
8620-RJPZN,0.3254,0,3061,20.7,New customer (1 month),Month-to-month contract,No dependents
7426-WEIJX,0.1077,0,6214,80.95,Fiber optic internet,Month-to-month contract,Pays by electronic check
7629-WIXZF,0.2292,0,4770,59.1,New customer (7 months),No dependents,Pays by electronic check
2616-FLVQC,0.0079,0,6036,19.55,No dependents,No tech support,No online security
9163-GHAYE,0.2287,0,5584,48.85,Month-to-month contract,No dependents,Relatively short tenure (15 months)
4464-JCOLN,0.1683,1,2362,19.85,New customer (2 months),No dependents,No tech support
2971-SGAFL,0.4591,0,5631,78.75,Month-to-month contract,No dependents,Relatively short tenure (13 months)
4735-ASGMA,0.6533,1,4997,98.35,Fiber optic internet,Month-to-month contract,No dependents
5245-VDBUR,0.0718,0,5509,35.45,No dependents,No tech support,No online backup
1493-AMTIE,0.3169,1,5394,20.2,New customer (1 month),Month-to-month contract,No dependents
1112-CUNAO,0.5639,1,2668,89.85,Fiber optic internet,Month-to-month contract,No dependents
7571-YXDAD,0.6787,1,2078,74.9,New customer (2 months),Fiber optic internet,Month-to-month contract
8714-EUHJO,0.6023,1,5219,91.15,Fiber optic internet,Month-to-month contract,No dependents
9040-KZVWO,0.1426,0,5184,75.5,Fiber optic internet,No dependents,No tech support
6713-OKOMC,0.255,0,2013,29.75,New customer (10 months),Month-to-month contract,No dependents
8749-CLJXC,0.25,0,2067,20.05,New customer (1 month),Month-to-month contract,No dependents
4713-LZDRV,0.8078,1,4322,79.6,New customer (2 months),Fiber optic internet,Month-to-month contract
6598-RFFVI,0.1329,1,2279,19.3,New customer (2 months),No dependents,No tech support
7470-MCQTK,0.5494,1,2655,48.75,Month-to-month contract,No dependents,Relatively short tenure (13 months)
5524-KHNJP,0.1028,0,5344,74.75,No dependents,No tech support,No online backup
1707-HABPF,0.1566,0,3191,91.3,Fiber optic internet,No dependents,Paperless billing
4581-LNWUM,0.4888,0,3000,49.15,Month-to-month contract,No dependents,Relatively short tenure (13 months)
9710-ZUSHQ,0.4064,1,5849,106.75,Fiber optic internet,Month-to-month contract,No dependents
1697-LYYYX,0.0051,0,4376,19.1,No tech support,No online security,No online backup
4013-GUXND,0.2503,0,3678,20.8,New customer (1 month),Month-to-month contract,No dependents
5022-JNQEQ,0.2235,0,4843,75.85,Fiber optic internet,New customer (9 months),Month-to-month contract
4983-CCWMC,0.6717,0,5487,69.6,New customer (3 months),Fiber optic internet,Month-to-month contract
6345-FZOQH,0.0091,0,5570,19.9,No dependents,No tech support,No online security
0962-CQPWQ,0.0024,0,4574,20.3,No tech support,No online security,No online backup
5495-GPSRW,0.0276,0,2120,19.7,No dependents,Paperless billing,Relatively short tenure (20 months)
2252-JHJGE,0.2016,0,4344,104.0,Fiber optic internet,No dependents,Pays by electronic check
7356-AYNJP,0.2227,0,5685,23.9,New customer (4 months),No dependents,Pays by electronic check
2019-HDCZY,0.1705,0,4004,102.6,Fiber optic internet,No dependents,Pays by electronic check
8582-KRHPJ,0.1387,0,5629,35.0,Month-to-month contract,No dependents,Paperless billing
2867-UIMSS,0.7515,1,2734,80.5,New customer (1 month),Fiber optic internet,Month-to-month contract
3487-EARAT,0.0282,0,6325,74.1,No dependents,No device protection,
9926-PJHDQ,0.0629,0,5120,76.8,No dependents,Paperless billing,No tech support
0289-IVARM,0.1115,0,3463,60.55,Month-to-month contract,No dependents,Pays by electronic check
4672-FOTSD,0.2789,0,4334,67.25,Month-to-month contract,New customer (12 months),No dependents
6198-PNNSZ,0.1929,0,5648,109.8,Fiber optic internet,No dependents,No tech support
7603-USHJS,0.2021,1,2010,73.75,Fiber optic internet,Month-to-month contract,New customer (12 months)
6784-XYJAE,0.1095,0,4770,55.8,No dependents,Pays by electronic check,No tech support
3858-XHYJO,0.2338,0,4078,105.75,Fiber optic internet,No dependents,No tech support
1087-UDSIH,0.3021,1,5000,19.6,New customer (3 months),Month-to-month contract,No dependents
7251-LJBQN,0.2523,0,3568,103.75,Fiber optic internet,No dependents,Paperless billing
3200-MNQTF,0.015,0,4361,70.9,No dependents,No device protection,
9359-UGBTK,0.0356,0,4910,72.35,No dependents,Paperless billing,No online backup
8160-HOWOX,0.5364,0,4858,66.85,New customer (7 months),Month-to-month contract,No dependents
0258-NOKBL,0.7163,0,5625,90.4,New customer (3 months),Fiber optic internet,Month-to-month contract
2800-QQUSO,0.4882,0,3286,100.3,Fiber optic internet,Month-to-month contract,No dependents
2129-ALKBS,0.0396,0,2211,26.2,Month-to-month contract,Pays by electronic check,Paperless billing
9972-VAFJJ,0.2258,0,6355,94.0,Fiber optic internet,No dependents,Pays by electronic check
4693-VWVBO,0.3125,0,3889,19.55,New customer (3 months),Month-to-month contract,No dependents
6969-MVBAI,0.7224,0,2893,90.1,Fiber optic internet,New customer (9 months),Month-to-month contract
4821-WQOYN,0.0025,0,4603,20.1,Paperless billing,No tech support,No online security
6769-DYBQN,0.2531,1,2097,85.0,Fiber optic internet,Month-to-month contract,No dependents
4018-PPNDW,0.0217,0,5970,24.1,No dependents,Paperless billing,No tech support
6288-CHQJB,0.023,0,5077,69.95,No dependents,No online backup,No device protection
4905-JEFDW,0.3609,1,3119,41.6,New customer (11 months),No dependents,Pays by electronic check
0559-CKHUS,0.0287,0,5758,19.55,No dependents,Paperless billing,No tech support
2659-VXMWZ,0.2637,1,4146,111.3,Fiber optic internet,No dependents,Pays by electronic check
6559-RAKOZ,0.1195,0,4301,97.95,Fiber optic internet,Pays by electronic check,Paperless billing
8809-XKHMD,0.0553,0,6082,100.55,Fiber optic internet,No dependents,Paperless billing
6365-HITVU,0.0038,0,4135,87.25,No device protection,,
0134-XWXCE,0.0651,0,3253,74.85,No dependents,No online security,No online backup
9720-JJJOR,0.0609,0,4565,60.3,No dependents,Paperless billing,No tech support
2782-LFZVW,0.4276,0,3880,58.95,Month-to-month contract,New customer (11 months),No dependents
6112-KTHFQ,0.1359,0,5917,19.3,Month-to-month contract,No dependents,Relatively short tenure (13 months)
9220-ZNKJI,0.0677,0,4291,88.8,Fiber optic internet,No dependents,No online security
9820-RMCQV,0.1762,1,4444,48.55,Month-to-month contract,New customer (11 months),No dependents
9013-AQORL,0.0351,0,4106,45.55,Month-to-month contract,No tech support,No online security
2040-OBMLJ,0.1448,0,4850,81.7,Fiber optic internet,No dependents,No online security
5574-NXZIU,0.0368,0,4273,109.2,Fiber optic internet,No dependents,No device protection
5446-DKWYW,0.0417,0,6238,65.2,Pays by electronic check,Paperless billing,No tech support
0480-KYJVA,0.0025,0,5897,24.25,No tech support,No online security,No online backup
1074-AMIOH,0.1068,0,5989,108.25,Fiber optic internet,Month-to-month contract,Paperless billing
0015-UOCOJ,0.3304,0,5525,48.2,New customer (7 months),Month-to-month contract,No dependents
0256-LTHVJ,0.5686,1,5201,81.05,Fiber optic internet,Month-to-month contract,No dependents
4547-LYTDD,0.5025,1,2850,72.65,Fiber optic internet,Month-to-month contract,No dependents
1077-HUUJM,0.2329,0,4668,71.05,Fiber optic internet,New customer (7 months),Month-to-month contract
2041-JIJCI,0.6729,0,4421,64.0,New customer (5 months),Month-to-month contract,No dependents
1555-HAPSU,0.0025,0,5471,23.9,No tech support,No online security,No online backup
4323-SADQS,0.1332,1,3520,34.5,New customer (7 months),Month-to-month contract,Pays by electronic check
3292-PBZEJ,0.6889,0,3175,111.4,Fiber optic internet,New customer (11 months),Month-to-month contract
6203-HBZPA,0.0322,0,5380,63.9,No dependents,No device protection,
9755-JHNMN,0.0134,0,5075,67.4,No dependents,No device protection,
7369-TRPFD,0.0431,0,2916,18.8,No dependents,Relatively short tenure (19 months),No tech support
9878-TNQGW,0.8024,1,3533,80.95,New customer (2 months),Fiber optic internet,Month-to-month contract
2279-AXJJK,0.3777,0,4465,95.65,Fiber optic internet,Month-to-month contract,No dependents
5016-IBERQ,0.4969,0,2781,84.25,Fiber optic internet,Month-to-month contract,No dependents
1016-DJTSV,0.5982,0,5242,69.7,Fiber optic internet,New customer (8 months),Month-to-month contract
8433-WPJTV,0.0608,0,5669,103.9,Fiber optic internet,Paperless billing,No online security
8903-XEBGX,0.2732,0,4594,55.3,New customer (2 months),Month-to-month contract,Pays by electronic check
2632-TACXW,0.0155,0,4671,23.65,No dependents,No tech support,No online security
7952-OBOYL,0.6665,0,4096,89.85,New customer (3 months),Fiber optic internet,Month-to-month contract
1470-PSXNM,0.1055,0,5542,93.65,Fiber optic internet,Pays by electronic check,Paperless billing
6227-HWPWX,0.3443,1,5671,69.0,Fiber optic internet,Month-to-month contract,No dependents
5924-SNGKP,0.0328,0,3972,20.25,No dependents,Paperless billing,No tech support
8818-DOPVL,0.5123,0,4103,104.45,Fiber optic internet,Month-to-month contract,No dependents
4521-WFJAI,0.0192,0,4246,25.95,No dependents,Paperless billing,No tech support
4724-WXVWF,0.3084,0,4334,95.4,Fiber optic internet,Month-to-month contract,No dependents
3717-OEAUQ,0.6048,0,2388,70.7,New customer (2 months),Fiber optic internet,Month-to-month contract
8165-ZJRNM,0.0025,0,4923,23.75,No tech support,No online security,No online backup
7838-LAZFO,0.0697,0,4192,78.8,No dependents,No tech support,No device protection
0513-RBGPE,0.0375,0,5229,62.8,No dependents,Paperless billing,No online backup
7251-XFOIL,0.276,0,5536,89.2,Fiber optic internet,Month-to-month contract,No dependents
2525-GVKQU,0.0088,0,4192,20.6,No dependents,No tech support,No online security
7579-OOPEC,0.4586,1,5461,50.15,New customer (2 months),Month-to-month contract,No dependents
3795-GWTRD,0.016,0,4626,75.55,No dependents,No device protection,
4750-ZRXIU,0.8458,1,2467,84.6,New customer (4 months),Fiber optic internet,Month-to-month contract
5445-PZWGX,0.1129,1,5090,102.0,Fiber optic internet,No dependents,Pays by electronic check
0516-UXRMT,0.1451,0,5801,92.05,Fiber optic internet,No dependents,Pays by electronic check
0727-BNRLG,0.059,0,5709,97.65,Fiber optic internet,No dependents,Paperless billing
3932-CMDTD,0.6118,1,4663,105.65,New customer (4 months),Fiber optic internet,No dependents
1264-FUHCX,0.1634,0,5913,56.3,No dependents,Paperless billing,No online security
6194-HBGQN,0.064,0,4549,81.15,No dependents,Paperless billing,No device protection
4524-QCSSM,0.2426,0,4512,44.65,Month-to-month contract,No dependents,Paperless billing
4570-QHXHL,0.3824,0,5644,43.75,New customer (9 months),Month-to-month contract,No dependents
2972-YDYUW,0.164,0,4507,94.7,Fiber optic internet,No dependents,Pays by electronic check
2061-VVFST,0.0727,0,3924,19.5,Month-to-month contract,No dependents,No tech support
6874-SGLHU,0.2692,0,4126,97.0,Fiber optic internet,No dependents,Paperless billing
9844-FELAJ,0.0679,0,5899,107.9,Fiber optic internet,Pays by electronic check,Paperless billing
1902-XBTFB,0.5008,1,5438,89.4,Fiber optic internet,Month-to-month contract,No dependents
9039-RBEEE,0.1424,1,3080,48.95,Month-to-month contract,No dependents,Paperless billing
9369-XFEHK,0.4358,1,3601,80.6,Fiber optic internet,Month-to-month contract,No dependents
3680-CTHUH,0.1451,0,5680,116.6,Fiber optic internet,No dependents,Paperless billing
3679-XASPY,0.1163,0,5612,19.45,New customer (1 month),Month-to-month contract,Pays by electronic check
9089-UOWJG,0.1246,0,5068,58.35,Month-to-month contract,New customer (12 months),Paperless billing
1574-DYCWE,0.0032,0,4057,19.95,No tech support,No online security,No online backup
9779-DPNEJ,0.2402,0,4732,80.15,Fiber optic internet,Month-to-month contract,Pays by electronic check
2967-MXRAV,0.172,0,5160,18.8,New customer (1 month),No dependents,No tech support
0327-WFZSY,0.1126,0,5434,100.0,Fiber optic internet,Pays by electronic check,No tech support
1731-TVIUK,0.7793,1,4554,93.5,New customer (4 months),Fiber optic internet,Month-to-month contract
7666-WKRON,0.0834,1,2224,80.45,Fiber optic internet,No dependents,Pays by electronic check
3865-ZYKAD,0.2217,0,4503,84.9,Fiber optic internet,Month-to-month contract,No dependents
1465-LNTLJ,0.3785,0,4537,64.4,New customer (8 months),Month-to-month contract,No dependents
2696-RZVZW,0.013,0,4187,25.05,No dependents,No tech support,No online security
0685-MLYYM,0.6971,1,4407,70.75,New customer (2 months),Fiber optic internet,Month-to-month contract
2778-OCLGR,0.2748,1,4591,39.1,Month-to-month contract,No dependents,No tech support
3982-XWFZQ,0.2907,1,4873,50.25,Month-to-month contract,No dependents,Pays by electronic check
4759-PXTAN,0.1644,0,4093,80.1,No dependents,Pays by electronic check,Paperless billing
1448-PWKYE,0.8005,1,2046,80.0,New customer (1 month),Fiber optic internet,Month-to-month contract
8741-LQOBK,0.0271,0,4829,35.05,Month-to-month contract,No tech support,
8650-RHRKE,0.666,1,4207,29.65,New customer (4 months),Month-to-month contract,No dependents
7266-GSSJX,0.0705,0,2606,20.45,Month-to-month contract,New customer (11 months),Pays by electronic check
1265-HVPZB,0.0475,0,6432,66.4,No dependents,No tech support,No device protection
9640-ZSLDC,0.019,0,4854,60.6,No tech support,No online security,No online backup
0988-JRWWP,0.6356,0,3167,54.2,New customer (3 months),Month-to-month contract,No dependents
1926-QUZNN,0.0163,0,4551,25.25,No dependents,Paperless billing,No tech support
9025-ZRPVR,0.1675,1,5403,18.95,New customer (9 months),Month-to-month contract,No dependents
6527-PZFPV,0.0148,0,4654,20.8,Paperless billing,No tech support,No online security
7460-ITWWP,0.4656,0,2701,86.1,Fiber optic internet,Month-to-month contract,No dependents
1530-ZTDOZ,0.1949,0,5565,40.65,Month-to-month contract,No dependents,No tech support
4785-FCIFB,0.0158,0,4900,24.4,No dependents,No tech support,No online security
9717-QEBGU,0.7529,0,2980,70.3,New customer (2 months),Fiber optic internet,Month-to-month contract
0876-WDUUZ,0.6618,1,3716,85.4,New customer (5 months),Fiber optic internet,Month-to-month contract
7881-EVUAD,0.6455,1,4648,42.6,New customer (2 months),Month-to-month contract,No dependents
4002-BQWPQ,0.1394,0,5917,81.75,Month-to-month contract,No dependents,Relatively short tenure (25 months)
6377-WHAOX,0.5551,0,4115,106.15,Fiber optic internet,Month-to-month contract,No dependents
5027-YOCXN,0.1709,0,5604,110.05,Fiber optic internet,No dependents,
8450-JOVAH,0.1587,1,5560,56.7,New customer (2 months),Month-to-month contract,No tech support
6646-QVXLR,0.3645,1,5052,103.75,Fiber optic internet,No dependents,Pays by electronic check
0254-KCJGT,0.0828,0,4628,81.4,No dependents,Paperless billing,No device protection
3442-ZHHCC,0.0551,0,5355,76.9,No dependents,Paperless billing,No tech support
9167-APMXZ,0.5224,0,3549,84.15,Fiber optic internet,Month-to-month contract,No dependents
0616-ATFGB,0.6881,1,2119,25.05,New customer (1 month),Month-to-month contract,No dependents
7273-TEFQD,0.7405,1,2314,41.15,New customer (3 months),Month-to-month contract,No dependents
8245-UMPYT,0.7191,1,2688,96.4,Fiber optic internet,Month-to-month contract,No dependents
6022-UGGSO,0.3797,1,2091,74.4,Fiber optic internet,Month-to-month contract,No dependents
6292-TOSSS,0.0164,0,4297,24.9,No dependents,No tech support,No online security
5207-PLSTK,0.1613,0,5068,48.75,New customer (1 month),Month-to-month contract,Paperless billing
3908-BLSYF,0.7232,1,3962,83.9,New customer (6 months),Fiber optic internet,Month-to-month contract
4317-VTEOA,0.5556,1,5355,50.75,New customer (1 month),Month-to-month contract,No dependents
0625-AFOHS,0.0045,0,2784,20.2,No tech support,No online security,No online backup
4667-OHGKG,0.3141,1,4266,19.3,New customer (1 month),Month-to-month contract,No dependents
2386-OWURY,0.3775,0,6460,95.3,Fiber optic internet,Month-to-month contract,No dependents
3780-DDGSE,0.0856,0,5479,76.05,Month-to-month contract,Pays by electronic check,Paperless billing
1047-RNXZV,0.0107,0,4871,19.55,No dependents,No tech support,No online security
3926-YZVVX,0.0393,0,2157,50.05,No dependents,No online security,No online backup
4742-TXUEX,0.0027,0,5829,19.3,No tech support,No online security,No online backup
8709-KRDVL,0.5871,0,4643,100.0,Fiber optic internet,Month-to-month contract,No dependents
0397-ZXWQF,0.0074,0,4416,20.5,No dependents,No tech support,No online security
3910-MRQOY,0.0085,0,5398,19.4,No dependents,No tech support,No online security
2511-MORQY,0.0929,0,4322,54.9,No dependents,No tech support,No online security
4039-PIMHX,0.032,0,4306,49.8,No dependents,No tech support,No online security
8083-YTZES,0.7988,1,3622,74.35,New customer (4 months),Fiber optic internet,Month-to-month contract
1346-PJWTK,0.198,0,4806,94.15,Fiber optic internet,Month-to-month contract,No dependents
3750-YHRYO,0.0883,0,2874,20.65,New customer (7 months),No dependents,No tech support
1236-WFCDV,0.4966,1,4777,90.45,Fiber optic internet,Month-to-month contract,No dependents
5949-HGVJL,0.3522,0,2753,73.05,Month-to-month contract,No dependents,Pays by electronic check
9112-WSNPU,0.3162,0,5873,70.55,Fiber optic internet,Month-to-month contract,No dependents
1360-JYXKQ,0.3017,0,4118,99.1,Fiber optic internet,No dependents,Pays by electronic check
3585-ISXZP,0.6373,1,5335,95.65,Fiber optic internet,New customer (8 months),Month-to-month contract
8380-PEFPE,0.7583,1,2377,71.65,New customer (1 month),Fiber optic internet,Month-to-month contract
9402-ROUMJ,0.0316,0,5588,100.25,Fiber optic internet,Paperless billing,No online backup
4335-UPJSI,0.0038,0,2639,19.75,No tech support,No online security,No online backup
6096-EGVTU,0.0065,0,5038,24.9,No tech support,No online security,No online backup
8988-ECPJR,0.4263,1,3980,79.6,Fiber optic internet,Month-to-month contract,No dependents
7677-SJJJK,0.0864,0,3152,19.9,New customer (8 months),No dependents,No tech support
5850-BDWCY,0.2244,0,5029,20.2,New customer (6 months),Month-to-month contract,No dependents
2025-JKFWI,0.58,1,3493,99.0,Fiber optic internet,Month-to-month contract,No dependents
8028-PNXHQ,0.0213,0,4444,24.25,No dependents,Paperless billing,No tech support
8397-MVTAZ,0.6724,1,2568,100.05,Fiber optic internet,Month-to-month contract,No dependents
4445-ZJNMU,0.6749,0,3540,99.3,Fiber optic internet,New customer (9 months),Month-to-month contract
3125-RAHBV,0.0403,0,2768,20.3,No dependents,No tech support,No online security
6682-QJDGB,0.0215,1,2810,55.25,Month-to-month contract,Paperless billing,No tech support
8840-DQLGN,0.3497,1,4745,100.5,Fiber optic internet,Month-to-month contract,No dependents
6258-NGCNG,0.176,0,5508,23.5,New customer (7 months),Month-to-month contract,No dependents
5917-RYRMG,0.0319,0,3836,19.8,No dependents,No tech support,No online security
7157-SMCFK,0.0018,0,5411,19.75,No tech support,No online security,No online backup
0816-TSPHQ,0.245,0,3976,20.75,New customer (2 months),Month-to-month contract,No dependents
6766-HFKLA,0.1142,0,4534,103.2,Fiber optic internet,No dependents,No online security
7067-KSAZT,0.3498,1,5965,106.25,Fiber optic internet,No dependents,Pays by electronic check
5155-AZQPB,0.0587,0,5250,49.9,Month-to-month contract,No tech support,No online security
6890-PFRQX,0.218,0,4466,69.5,Month-to-month contract,No dependents,Relatively short tenure (18 months)
3508-VLHCZ,0.0072,0,6009,90.55,Paperless billing,No device protection,
3649-JPUGY,0.0338,0,5842,88.6,No dependents,Paperless billing,No online security
9248-OJYKK,0.8175,1,3763,76.45,New customer (1 month),Fiber optic internet,Month-to-month contract
7239-HZZCX,0.2499,1,4851,19.75,New customer (1 month),Month-to-month contract,No dependents
9860-LISIZ,0.0598,0,2864,20.35,Month-to-month contract,No dependents,No tech support
6979-ZNSFF,0.7231,1,2545,87.05,Fiber optic internet,New customer (8 months),Month-to-month contract
8938-UMKPI,0.4978,1,4804,106.4,Fiber optic internet,Month-to-month contract,No dependents
1820-DJFPH,0.0034,0,4755,24.05,Paperless billing,No tech support,No online security
0732-OCQOC,0.0281,0,5674,25.05,No dependents,Paperless billing,No tech support
6776-TLWOI,0.2395,1,2158,19.85,New customer (3 months),Month-to-month contract,No dependents
4940-KHCWD,0.0196,0,5148,37.7,No dependents,,
9057-SIHCH,0.8769,1,3260,96.6,New customer (3 months),Fiber optic internet,Month-to-month contract
9866-QEVEE,0.5463,1,4857,86.0,Fiber optic internet,Month-to-month contract,No dependents
5542-TBBWB,0.7576,0,3358,69.9,New customer (1 month),Fiber optic internet,Month-to-month contract
4587-VVTOX,0.8852,1,4163,105.3,New customer (6 months),Fiber optic internet,Month-to-month contract
6322-HRPFA,0.0165,0,4986,59.6,Month-to-month contract,,
