CustomerID,churn_actual,churn_probability,CLTV,Monthly Charges,cost,value_saved,ev,realized
6726-NNFWD,0,0.0544,6004,89.45,112.34,1801.2,-87.8387,-112.34
9330-DHBFL,0,0.0721,2072,66.25,84.5,621.6,-73.3004,-84.5
5727-MYATE,0,0.007,5028,90.8,113.96,1508.4,-111.3143,-113.96
2824-DXNKN,0,0.0076,5656,71.45,90.74,1696.8,-87.5351,-90.74
6166-ILMNY,1,0.6065,5667,69.75,88.7,1700.1,169.0988,336.325
5236-XMZJY,0,0.0678,3048,59.65,76.58,914.4,-61.0835,-76.58
1709-EJDOX,0,0.0027,3843,19.75,28.7,1152.9,-27.9202,-28.7
4962-CHQPW,0,0.0071,2941,19.85,28.82,882.3,-27.2632,-28.82
0301-FIDRB,0,0.0076,6107,63.8,81.56,1832.1,-78.0738,-81.56
1820-TQVEV,1,0.7575,3042,69.55,88.46,912.6,84.3622,139.69
9115-YQHGA,0,0.151,3355,51.1,66.32,1006.5,-28.3319,-66.32
1541-ETJZO,1,0.4209,2937,62.05,79.46,881.1,13.2534,140.815
6230-BSUXY,1,0.8103,2650,85.0,107.0,795.0,54.0526,91.75
6797-LNAQX,1,0.0962,4794,98.3,122.96,1438.2,-88.3878,236.59
9588-YRFHY,0,0.0166,5240,19.9,28.88,1572.0,-22.3459,-28.88
1092-GANHU,1,0.4947,3182,76.65,96.98,954.6,21.0848,141.67
5951-AOFIH,0,0.1882,3843,66.4,84.68,1152.9,-30.4251,-84.68
7029-RPUAV,1,0.6944,5508,100.45,125.54,1652.4,161.3268,287.56
4700-UBQMV,0,0.0592,3503,75.9,96.08,1050.9,-80.5364,-96.08
3594-UVONA,1,0.1059,3833,85.95,108.14,1149.9,-77.6858,179.335
7750-EYXWZ,0,0.2623,3740,60.65,77.78,1122.0,-4.2155,-77.78
7054-ENNGU,0,0.2697,4623,50.85,66.02,1386.9,27.4789,-66.02
0402-OAMEN,0,0.0025,5335,24.45,34.34,1600.5,-33.3404,-34.34
2195-VVRJF,0,0.2825,2422,59.1,75.92,726.6,-24.6039,-75.92
8819-ZBYNA,0,0.0996,4935,109.1,135.92,1480.5,-99.0398,-135.92
7748-UMTRK,0,0.2192,2440,101.3,126.56,732.0,-86.4496,-126.56
1741-WTPON,0,0.0173,4937,115.85,144.02,1481.1,-137.6241,-144.02
7209-JCUDS,1,0.7028,2832,94.9,118.88,849.6,30.3862,93.52
2485-ITVKB,1,0.791,2643,35.1,47.12,792.9,109.6846,151.105
9648-BCHKM,0,0.0114,5231,24.65,34.58,1569.3,-30.1083,-34.58
0743-HRVFF,0,0.0581,4132,56.15,72.38,1239.6,-54.3702,-72.38
2522-AHJXR,0,0.3484,4350,109.45,136.34,1305.0,-22.681,-136.34
9143-CANJF,0,0.038,2200,55.15,71.18,660.0,-64.9123,-71.18
1444-VVSGW,1,0.1117,5563,115.65,143.78,1668.9,-97.1741,273.445
6898-MDLZW,0,0.2091,5385,53.75,69.5,1615.5,14.9306,-69.5
0074-HDKDG,0,0.0909,3807,61.6,78.92,1142.1,-52.9555,-78.92
3982-JGSFD,0,0.0375,3526,20.35,29.42,1057.8,-19.4949,-29.42
7928-VJYAB,0,0.3167,2004,90.6,113.72,601.2,-66.1222,-113.72
1522-VVDMG,1,0.6318,3807,89.75,112.7,1142.1,67.6995,172.825
2665-NPTGL,0,0.6452,3114,98.1,122.72,934.2,27.9736,-122.72
8728-SKJLR,0,0.282,3277,74.25,94.1,983.1,-24.7915,-94.1
7733-UDMTP,0,0.3295,4622,55.0,71.0,1386.6,43.234,-71.0
0431-APWVY,1,0.3645,5958,90.1,113.12,1787.4,49.778,333.73
5081-NWSUP,0,0.113,4883,64.9,82.88,1464.9,-41.4816,-82.88
2746-DIJLO,0,0.0848,2994,56.3,72.56,898.2,-53.526,-72.56
7277-OZCGZ,0,0.3859,5479,89.05,111.86,1643.7,46.7331,-111.86
5236-PERKL,1,0.103,4738,112.95,140.54,1421.4,-103.9364,214.81
2788-CJQAQ,0,0.0509,3799,19.45,28.34,1139.7,-13.8327,-28.34
3096-WPXBT,0,0.0429,4804,100.7,125.84,1441.2,-110.3727,-125.84
9962-BFPDU,0,0.0835,5811,20.05,29.06,1743.3,7.3207,-29.06
2892-GESUL,0,0.006,2269,19.35,28.22,680.7,-27.2062,-28.22
9741-YLNTD,0,0.7244,2684,87.95,110.54,805.2,35.2858,-110.54
1205-WNWPJ,1,0.3101,4661,59.5,76.4,1398.3,31.9998,273.175
3173-NVMPX,0,0.127,4291,55.3,71.36,1287.3,-30.4849,-71.36
9661-MHUMO,1,0.1726,4478,49.25,64.1,1343.4,-6.1201,271.75
6000-APYLU,1,0.6506,3890,80.8,101.96,1167.0,87.8561,189.79
0048-PIHNL,0,0.0336,6061,20.45,29.54,1818.3,-14.2486,-29.54
9420-LOJKX,1,0.1448,2966,99.1,123.92,889.8,-91.7005,98.53
7061-OVMIM,0,0.0429,5203,19.55,28.46,1560.9,-11.7127,-28.46
5671-RQRLP,0,0.0855,4181,75.65,95.78,1254.3,-68.9561,-95.78
5129-JLPIS,0,0.4363,5822,105.5,131.6,1746.6,58.8974,-131.6
5170-PTRKA,0,0.0812,4865,35.8,47.96,1459.5,-18.3481,-47.96
4819-HJPIW,0,0.248,2675,25.15,35.18,802.5,14.5829,-35.18
8780-RSYYU,0,0.1016,2159,19.2,28.04,647.7,-11.5825,-28.04
2335-GSODA,0,0.0071,2327,40.1,53.12,698.1,-51.8826,-53.12
5696-CEIQJ,0,0.013,4376,103.15,128.78,1312.8,-124.5177,-128.78
6169-PPETC,0,0.0039,2009,20.5,29.6,602.7,-29.019,-29.6
4237-RLAQD,1,0.4931,5930,45.85,60.02,1779.0,159.288,384.73
7359-WWYJV,0,0.0531,6274,114.45,142.34,1882.2,-117.3585,-142.34
8620-RJPZN,0,0.3254,3061,20.7,29.84,918.3,44.8524,-29.84
7426-WEIJX,0,0.1077,6214,80.95,102.14,1864.2,-51.9673,-102.14
7629-WIXZF,0,0.2292,4770,59.1,75.92,1431.0,6.0808,-75.92
2616-FLVQC,0,0.0079,6036,19.55,28.46,1810.8,-24.8814,-28.46
9163-GHAYE,0,0.2287,5584,48.85,63.62,1675.2,32.1531,-63.62
4464-JCOLN,1,0.1683,2362,19.85,28.82,708.6,0.9879,148.33
2971-SGAFL,0,0.4591,5631,78.75,99.5,1689.3,94.3866,-99.5
4735-ASGMA,1,0.6533,4997,98.35,123.02,1499.1,121.8126,251.755
5245-VDBUR,0,0.0718,5509,35.45,47.54,1652.7,-17.8772,-47.54
1493-AMTIE,1,0.3169,5394,20.2,29.24,1618.2,98.9575,375.31
1112-CUNAO,1,0.5639,2668,89.85,112.82,800.4,0.0126,87.28
7571-YXDAD,1,0.6787,2078,74.9,94.88,623.4,10.8935,60.97
8714-EUHJO,1,0.6023,5219,91.15,114.38,1565.7,121.3769,277.045
9040-KZVWO,0,0.1426,5184,75.5,95.6,1555.2,-40.1381,-95.6
6713-OKOMC,0,0.255,2013,29.75,40.7,603.9,-2.1991,-40.7
8749-CLJXC,0,0.25,2067,20.05,29.06,620.1,9.7011,-29.06
4713-LZDRV,1,0.8078,4322,79.6,100.52,1296.6,161.3431,223.63
6598-RFFVI,1,0.1329,2279,19.3,28.16,683.7,-5.4495,142.765
7470-MCQTK,1,0.5494,2655,48.75,63.5,796.5,45.8998,135.625
5524-KHNJP,0,0.1028,5344,74.75,94.7,1603.2,-53.515,-94.7
1707-HABPF,0,0.1566,3191,91.3,114.56,957.3,-77.0724,-114.56
4581-LNWUM,0,0.4888,3000,49.15,63.98,900.0,45.993,-63.98
9710-ZUSHQ,1,0.4064,5849,106.75,133.1,1754.7,45.1987,305.575
1697-LYYYX,0,0.0051,4376,19.1,27.92,1312.8,-26.2518,-27.92
4013-GUXND,0,0.2503,3678,20.8,29.96,1103.4,39.0965,-29.96
5022-JNQEQ,0,0.2235,4843,75.85,96.02,1452.9,-14.85,-96.02
4983-CCWMC,0,0.6717,5487,69.6,88.52,1646.1,187.9128,-88.52
6345-FZOQH,0,0.0091,5570,19.9,28.88,1671.0,-25.0646,-28.88
0962-CQPWQ,0,0.0024,4574,20.3,29.36,1372.2,-28.5381,-29.36
5495-GPSRW,0,0.0276,2120,19.7,28.64,636.0,-24.2556,-28.64
2252-JHJGE,0,0.2016,4344,104.0,129.8,1303.2,-64.1173,-129.8
7356-AYNJP,0,0.2227,5685,23.9,33.68,1705.5,61.2893,-33.68
2019-HDCZY,0,0.1705,4004,102.6,128.12,1201.2,-76.9226,-128.12
8582-KRHPJ,0,0.1387,5629,35.0,47.0,1688.7,11.5534,-47.0
2867-UIMSS,1,0.7515,2734,80.5,101.6,820.2,52.4944,103.45
3487-EARAT,0,0.0282,6325,74.1,93.92,1897.5,-80.5304,-93.92
9926-PJHDQ,0,0.0629,5120,76.8,97.16,1536.0,-72.991,-97.16
0289-IVARM,0,0.1115,3463,60.55,77.66,1038.9,-48.7109,-77.66
4672-FOTSD,0,0.2789,4334,67.25,85.7,1300.2,4.9469,-85.7
6198-PNNSZ,0,0.1929,5648,109.8,136.76,1694.4,-55.0514,-136.76
7603-USHJS,1,0.2021,2010,73.75,93.5,603.0,-63.0363,57.25
6784-XYJAE,0,0.1095,4770,55.8,71.96,1431.0,-32.7768,-71.96
3858-XHYJO,0,0.2338,4078,105.75,131.9,1223.4,-60.3949,-131.9
1087-UDSIH,1,0.3021,5000,19.6,28.52,1500.0,84.7793,346.48
7251-LJBQN,0,0.2523,3568,103.75,129.5,1070.4,-61.9765,-129.5
3200-MNQTF,0,0.015,4361,70.9,90.08,1308.3,-85.1692,-90.08
9359-UGBTK,0,0.0356,4910,72.35,91.82,1473.0,-78.6981,-91.82
8160-HOWOX,0,0.5364,4858,66.85,85.22,1457.4,110.2242,-85.22
0258-NOKBL,0,0.7163,5625,90.4,113.48,1687.5,188.7018,-113.48
2800-QQUSO,0,0.4882,3286,100.3,125.36,985.8,-5.0376,-125.36
2129-ALKBS,0,0.0396,2211,26.2,36.44,663.3,-29.871,-36.44
9972-VAFJJ,0,0.2258,6355,94.0,117.8,1906.5,-10.1936,-117.8
4693-VWVBO,0,0.3125,3889,19.55,28.46,1166.7,62.6812,-28.46
6969-MVBAI,0,0.7224,2893,90.1,113.12,867.9,43.6226,-113.12
4821-WQOYN,0,0.0025,4603,20.1,29.12,1380.9,-28.2695,-29.12
6769-DYBQN,1,0.2531,2097,85.0,107.0,629.1,-67.1909,50.275
4018-PPNDW,0,0.0217,5970,24.1,33.92,1791.0,-24.2042,-33.92
6288-CHQJB,0,0.023,5077,69.95,88.94,1523.1,-80.1947,-88.94
4905-JEFDW,1,0.3609,3119,41.6,54.92,935.7,29.4946,179.005
0559-CKHUS,0,0.0287,5758,19.55,28.46,1727.4,-16.0715,-28.46
2659-VXMWZ,1,0.2637,4146,111.3,138.56,1243.8,-56.5595,172.39
6559-RAKOZ,0,0.1195,4301,97.95,122.54,1290.3,-83.9834,-122.54
8809-XKHMD,0,0.0553,6082,100.55,125.66,1824.6,-100.4481,-125.66
6365-HITVU,0,0.0038,4135,87.25,109.7,1240.5,-108.5147,-109.7
0134-XWXCE,0,0.0651,3253,74.85,94.82,975.9,-78.9351,-94.82
9720-JJJOR,0,0.0609,4565,60.3,77.36,1369.5,-56.5185,-77.36
2782-LFZVW,0,0.4276,3880,58.95,75.74,1164.0,48.6887,-75.74
6112-KTHFQ,0,0.1359,5917,19.3,28.16,1775.1,32.1642,-28.16
9220-ZNKJI,0,0.0677,4291,88.8,111.56,1287.3,-89.7566,-111.56
9820-RMCQV,1,0.1762,4444,48.55,63.26,1333.2,-4.5295,270.04
9013-AQORL,0,0.0351,4106,45.55,59.66,1231.8,-48.8532,-59.66
2040-OBMLJ,0,0.1448,4850,81.7,103.04,1455.0,-50.3637,-103.04
5574-NXZIU,0,0.0368,4273,109.2,136.04,1281.9,-124.2372,-136.04
5446-DKWYW,0,0.0417,6238,65.2,83.24,1871.4,-63.741,-83.24
0480-KYJVA,0,0.0025,5897,24.25,34.1,1769.1,-33.006,-34.1
1074-AMIOH,0,0.1068,5989,108.25,134.9,1796.7,-86.9333,-134.9
0015-UOCOJ,0,0.3304,5525,48.2,62.84,1657.5,74.0587,-62.84
0256-LTHVJ,1,0.5686,5201,81.05,102.26,1560.3,119.5447,287.815
4547-LYTDD,1,0.5025,2850,72.65,92.18,855.0,15.2254,121.57
1077-HUUJM,0,0.2329,4668,71.05,90.26,1400.4,-8.7305,-90.26
2041-JIJCI,0,0.6729,4421,64.0,81.8,1326.3,141.3109,-81.8
1555-HAPSU,0,0.0025,5471,23.9,33.68,1641.3,-32.6401,-33.68
4323-SADQS,1,0.1332,3520,34.5,46.4,1056.0,-11.247,217.6
3292-PBZEJ,0,0.6889,3175,111.4,138.68,952.5,25.3724,-138.68
6203-HBZPA,0,0.0322,5380,63.9,81.68,1614.0,-68.6702,-81.68
9755-JHNMN,0,0.0134,5075,67.4,85.88,1522.5,-80.7789,-85.88
7369-TRPFD,0,0.0431,2916,18.8,27.56,874.8,-18.1427,-27.56
9878-TNQGW,1,0.8024,3533,80.95,102.14,1059.9,110.4772,162.835
2279-AXJJK,0,0.3777,4465,95.65,119.78,1339.5,6.6902,-119.78
5016-IBERQ,0,0.4969,2781,84.25,106.1,834.3,-2.4591,-106.1
1016-DJTSV,0,0.5982,5242,69.7,88.64,1572.6,146.5557,-88.64
8433-WPJTV,0,0.0608,5669,103.9,129.68,1700.7,-103.8315,-129.68
8903-XEBGX,0,0.2732,4594,55.3,71.36,1378.2,22.7639,-71.36
2632-TACXW,0,0.0155,4671,23.65,33.38,1401.3,-27.96,-33.38
7952-OBOYL,0,0.6665,4096,89.85,112.82,1228.8,91.9206,-112.82
1470-PSXNM,0,0.1055,5542,93.65,117.38,1662.6,-73.5253,-117.38
6227-HWPWX,1,0.3443,5671,69.0,87.8,1701.3,58.6275,337.525
5924-SNGKP,0,0.0328,3972,20.25,29.3,1191.6,-19.5273,-29.3
8818-DOPVL,0,0.5123,4103,104.45,130.34,1230.9,27.3032,-130.34
4521-WFJAI,0,0.0192,4246,25.95,36.14,1273.8,-30.0357,-36.14
4724-WXVWF,0,0.3084,4334,95.4,119.48,1300.2,-19.2345,-119.48
3717-OEAUQ,0,0.6048,2388,70.7,89.84,716.4,18.4823,-89.84
8165-ZJRNM,0,0.0025,4923,23.75,33.5,1476.9,-32.5797,-33.5
7838-LAZFO,0,0.0697,4192,78.8,99.56,1257.6,-77.6452,-99.56
0513-RBGPE,0,0.0375,5229,62.8,80.36,1568.7,-65.6359,-80.36
7251-XFOIL,0,0.276,5536,89.2,112.04,1660.8,2.5421,-112.04
2525-GVKQU,0,0.0088,4192,20.6,29.72,1257.6,-26.9389,-29.72
7579-OOPEC,1,0.4586,5461,50.15,65.18,1638.3,122.6339,344.395
3795-GWTRD,0,0.016,4626,75.55,95.66,1387.8,-90.1161,-95.66
4750-ZRXIU,1,0.8458,2467,84.6,106.52,740.1,49.9774,78.505
5445-PZWGX,1,0.1129,5090,102.0,127.4,1527.0,-84.2943,254.35
0516-UXRMT,0,0.1451,5801,92.05,115.46,1740.3,-52.3434,-115.46
0727-BNRLG,0,0.059,5709,97.65,122.18,1712.7,-96.9051,-122.18
3932-CMDTD,1,0.6118,4663,105.65,131.78,1398.9,82.1958,217.945
1264-FUHCX,0,0.1634,5913,56.3,72.56,1773.9,-0.1062,-72.56
6194-HBGQN,0,0.064,4549,81.15,102.38,1364.7,-80.5517,-102.38
4524-QCSSM,0,0.2426,4512,44.65,58.58,1353.6,23.5256,-58.58
4570-QHXHL,0,0.3824,5644,43.75,57.5,1693.2,104.3752,-57.5
2972-YDYUW,0,0.164,4507,94.7,118.64,1352.1,-63.2002,-118.64
2061-VVFST,0,0.0727,3924,19.5,28.4,1177.2,-6.9932,-28.4
6874-SGLHU,0,0.2692,4126,97.0,121.4,1237.8,-38.0859,-121.4
9844-FELAJ,0,0.0679,5899,107.9,134.48,1769.7,-104.4442,-134.48
1902-XBTFB,1,0.5008,5438,89.4,112.28,1631.4,91.9537,295.57
9039-RBEEE,1,0.1424,3080,48.95,63.74,924.0,-30.8552,167.26
9369-XFEHK,1,0.4358,3601,80.6,101.72,1080.3,15.9683,168.355
3680-CTHUH,0,0.1451,5680,116.6,144.92,1704.0,-83.0963,-144.92
3679-XASPY,0,0.1163,5612,19.45,28.34,1683.6,20.5931,-28.34
9089-UOWJG,0,0.1246,5068,58.35,75.02,1520.4,-27.6723,-75.02
1574-DYCWE,0,0.0032,4057,19.95,28.94,1217.1,-27.9681,-28.94
9779-DPNEJ,0,0.2402,4732,80.15,101.18,1419.6,-15.937,-101.18
2967-MXRAV,0,0.172,5160,18.8,27.56,1548.0,38.9938,-27.56
0327-WFZSY,0,0.1126,5434,100.0,125.0,1630.2,-79.1264,-125.0
1731-TVIUK,1,0.7793,4554,93.5,117.2,1366.2,148.9771,224.35
7666-WKRON,1,0.0834,2224,80.45,101.54,667.2,-87.6211,65.26
3865-ZYKAD,0,0.2217,4503,84.9,106.88,1350.9,-31.9982,-106.88
1465-LNTLJ,0,0.3785,4537,64.4,82.28,1361.1,46.5137,-82.28
2696-RZVZW,0,0.013,4187,25.05,35.06,1256.1,-30.9731,-35.06
0685-MLYYM,1,0.6971,4407,70.75,89.9,1322.1,140.5054,240.625
2778-OCLGR,1,0.2748,4591,39.1,51.92,1377.3,42.6941,292.405
3982-XWFZQ,1,0.2907,4873,50.25,65.3,1461.9,40.9274,300.175
4759-PXTAN,0,0.1644,4093,80.1,101.12,1227.9,-50.6553,-101.12
1448-PWKYE,1,0.8005,2046,80.0,101.0,613.8,21.8364,52.45
8741-LQOBK,0,0.0271,4829,35.05,47.06,1448.7,-37.236,-47.06
8650-RHRKE,1,0.666,4207,29.65,40.58,1262.1,169.5559,274.945
7266-GSSJX,0,0.0705,2606,20.45,29.54,781.8,-15.7633,-29.54
1265-HVPZB,0,0.0475,6432,66.4,84.68,1929.6,-61.7659,-84.68
9640-ZSLDC,0,0.019,4854,60.6,77.72,1456.2,-70.8166,-77.72
0988-JRWWP,0,0.6356,3167,54.2,70.04,950.1,80.9193,-70.04
1926-QUZNN,0,0.0163,4551,25.25,35.3,1365.3,-29.7512,-35.3
9025-ZRPVR,1,0.1675,5403,18.95,27.74,1620.9,40.151,377.485
6527-PZFPV,0,0.0148,4654,20.8,29.96,1396.2,-24.7844,-29.96
7460-ITWWP,0,0.4656,2701,86.1,108.32,810.3,-14.0081,-108.32
1530-ZTDOZ,0,0.1949,5565,40.65,53.78,1669.5,27.5703,-53.78
4785-FCIFB,0,0.0158,4900,24.4,34.28,1470.0,-28.4831,-34.28
9717-QEBGU,0,0.7529,2980,70.3,89.36,894.0,78.9091,-89.36
0876-WDUUZ,1,0.6618,3716,85.4,107.48,1114.8,76.9593,171.22
7881-EVUAD,1,0.6455,4648,42.6,56.12,1394.4,168.8985,292.48
4002-BQWPQ,0,0.1394,5917,81.75,103.1,1775.1,-41.2452,-103.1
6377-WHAOX,0,0.5551,4115,106.15,132.38,1234.5,38.9432,-132.38
5027-YOCXN,0,0.1709,5604,110.05,137.06,1681.2,-65.223,-137.06
8450-JOVAH,1,0.1587,5560,56.7,73.04,1668.0,-6.8564,343.96
6646-QVXLR,1,0.3645,5052,103.75,129.5,1515.6,8.6159,249.4
0254-KCJGT,0,0.0828,4628,81.4,102.68,1388.4,-73.9411,-102.68
3442-ZHHCC,0,0.0551,5355,76.9,97.28,1606.5,-75.154,-97.28
9167-APMXZ,0,0.5224,3549,84.15,105.98,1064.7,33.0599,-105.98
0616-ATFGB,1,0.6881,2119,25.05,35.06,635.7,74.2987,123.865
7273-TEFQD,1,0.7405,2314,41.15,54.38,694.2,74.14,119.17
8245-UMPYT,1,0.7191,2688,96.4,120.68,806.4,24.2907,80.92
6022-UGGSO,1,0.3797,2091,74.4,94.28,627.3,-34.7277,62.545
6292-TOSSS,0,0.0164,4297,24.9,34.88,1289.1,-29.5924,-34.88
5207-PLSTK,0,0.1613,5068,48.75,63.5,1520.4,-2.2049,-63.5
3908-BLSYF,1,0.7232,3962,83.9,105.68,1188.6,109.2158,191.47
4317-VTEOA,1,0.5556,5355,50.75,65.9,1606.5,157.2341,335.725
0625-AFOHS,0,0.0045,2784,20.2,29.24,835.2,-28.307,-29.24
4667-OHGKG,1,0.3141,4266,19.3,28.16,1279.8,72.3374,291.79
2386-OWURY,0,0.3775,6460,95.3,119.36,1938.0,63.5309,-119.36
3780-DDGSE,0,0.0856,5479,76.05,96.26,1643.7,-61.0941,-96.26
1047-RNXZV,0,0.0107,4871,19.55,28.46,1461.3,-24.5344,-28.46
3926-YZVVX,0,0.0393,2157,50.05,65.06,647.1,-58.703,-65.06
4742-TXUEX,0,0.0027,5829,19.3,28.16,1748.7,-26.9601,-28.16
8709-KRDVL,0,0.5871,4643,100.0,125.0,1392.9,79.4299,-125.0
0397-ZXWQF,0,0.0074,4416,20.5,29.6,1324.8,-27.141,-29.6
3910-MRQOY,0,0.0085,5398,19.4,28.28,1619.4,-24.8311,-28.28
2511-MORQY,0,0.0929,4322,54.9,70.88,1296.6,-40.7635,-70.88
4039-PIMHX,0,0.032,4306,49.8,64.76,1291.8,-54.4406,-64.76
8083-YTZES,1,0.7988,3622,74.35,94.22,1086.6,122.7674,177.43
1346-PJWTK,0,0.198,4806,94.15,117.98,1441.8,-46.6152,-117.98
3750-YHRYO,0,0.0883,2874,20.65,29.78,862.2,-10.741,-29.78
1236-WFCDV,1,0.4966,4777,90.45,113.54,1433.1,64.3751,244.735
5949-HGVJL,0,0.3522,2753,73.05,92.66,825.9,-19.9341,-92.66
9112-WSNPU,0,0.3162,5873,70.55,89.66,1761.9,49.6054,-89.66
1360-JYXKQ,0,0.3017,4118,99.1,123.92,1235.4,-30.7429,-123.92
3585-ISXZP,1,0.6373,5335,95.65,119.78,1600.5,135.1998,280.345
8380-PEFPE,1,0.7583,2377,71.65,90.98,713.1,44.212,87.295
9402-ROUMJ,0,0.0316,5588,100.25,125.3,1676.4,-112.0692,-125.3
4335-UPJSI,0,0.0038,2639,19.75,28.7,791.7,-27.9461,-28.7
6096-EGVTU,0,0.0065,5038,24.9,34.88,1511.4,-32.4361,-34.88
8988-ECPJR,1,0.4263,3980,79.6,100.52,1194.0,26.7223,197.98
7677-SJJJK,0,0.0864,3152,19.9,28.88,945.6,-8.4434,-28.88
5850-BDWCY,0,0.2244,5029,20.2,29.24,1508.7,55.388,-29.24
2025-JKFWI,1,0.58,3493,99.0,123.8,1047.9,28.1566,138.175
8028-PNXHQ,0,0.0213,4444,24.25,34.1,1333.2,-27.0112,-34.1
8397-MVTAZ,1,0.6724,2568,100.05,125.06,770.4,4.4356,67.54
4445-ZJNMU,0,0.6749,3540,99.3,124.16,1062.0,55.0378,-124.16
3125-RAHBV,0,0.0403,2768,20.3,29.36,830.4,-20.9946,-29.36
6682-QJDGB,1,0.0215,2810,55.25,71.3,843.0,-66.7638,139.45
8840-DQLGN,1,0.3497,4745,100.5,125.6,1423.5,-1.1411,230.275
6258-NGCNG,0,0.176,5508,23.5,33.2,1652.4,39.5191,-33.2
5917-RYRMG,0,0.0319,3836,19.8,28.76,1150.8,-19.5868,-28.76
7157-SMCFK,0,0.0018,5411,19.75,28.7,1623.3,-27.9644,-28.7
0816-TSPHQ,0,0.245,3976,20.75,29.9,1192.8,43.1696,-29.9
6766-HFKLA,0,0.1142,4534,103.2,128.84,1360.2,-90.0061,-128.84
7067-KSAZT,1,0.3498,5965,106.25,132.5,1789.5,23.9835,314.875
5155-AZQPB,0,0.0587,5250,49.9,64.88,1575.0,-41.7519,-64.88
6890-PFRQX,0,0.218,4466,69.5,88.4,1339.8,-15.3867,-88.4
3508-VLHCZ,0,0.0072,6009,90.55,113.66,1802.7,-110.4244,-113.66
3649-JPUGY,0,0.0338,5842,88.6,111.32,1752.6,-96.5125,-111.32
9248-OJYKK,1,0.8175,3763,76.45,96.74,1128.9,133.9875,185.485
7239-HZZCX,1,0.2499,4851,19.75,28.7,1455.3,62.2225,335.125
9860-LISIZ,0,0.0598,2864,20.35,29.42,859.2,-16.5709,-29.42
6979-ZNSFF,1,0.7231,2545,87.05,109.46,763.5,28.5562,81.415
8938-UMKPI,1,0.4978,4804,106.4,132.68,1441.2,46.6934,227.62
1820-DJFPH,0,0.0034,4755,24.05,33.86,1426.5,-32.6301,-33.86
0732-OCQOC,0,0.0281,5674,25.05,35.06,1702.2,-23.1028,-35.06
6776-TLWOI,1,0.2395,2158,19.85,28.82,647.4,9.9355,133.03
4940-KHCWD,0,0.0196,5148,37.7,50.24,1544.4,-42.6863,-50.24
9057-SIHCH,1,0.8769,3260,96.6,120.92,978.0,93.4855,123.58
9866-QEVEE,1,0.5463,4857,86.0,108.2,1457.1,90.7919,256.075
5542-TBBWB,0,0.7576,3358,69.9,88.88,1007.4,101.9301,-88.88
4587-VVTOX,1,0.8852,4163,105.3,131.36,1248.9,145.0134,180.865
6322-HRPFA,0,0.0165,4986,59.6,76.52,1495.8,-70.3521,-76.52
6284-AHOOQ,1,0.4633,5014,90.5,113.6,1504.2,60.6113,262.45
4530-NDRKU,0,0.0129,5091,19.05,27.86,1527.3,-22.9156,-27.86
1751-NCDLI,0,0.6088,2641,98.85,123.62,792.3,-3.0339,-123.62
3893-JRNFS,0,0.1693,6270,39.9,52.88,1881.0,26.7526,-52.88
5857-XRECV,0,0.031,4486,20.5,29.6,1345.8,-19.1595,-29.6
3115-CZMZD,0,0.07,5504,20.25,29.3,1651.2,-0.3923,-29.3
4489-SNOJF,1,0.051,5898,72.25,91.7,1769.4,-69.1535,350.65
1051-GEJLJ,0,0.2444,4836,19.5,28.4,1450.8,60.2596,-28.4
3563-SVYLG,0,0.0023,5215,62.65,80.18,1564.5,-79.2968,-80.18
4301-VVZKA,0,0.6501,5432,75.4,95.48,1629.6,169.3809,-95.48
9351-HXDMR,0,0.0798,4938,110.9,138.08,1481.4,-108.5247,-138.08
5161-XEUVX,0,0.1049,2615,94.3,118.16,784.5,-97.5935,-118.16
3088-FVYWK,0,0.0042,5794,25.55,35.66,1738.2,-33.8338,-35.66
9812-GHVRI,0,0.3362,4294,83.85,105.62,1288.2,2.6421,-105.62
1370-GGAWX,0,0.2628,3924,94.15,117.98,1177.2,-40.6381,-117.98
6023-YEBUP,1,0.8759,5351,100.95,126.14,1605.3,225.3969,275.185
9940-RHLFB,1,0.6921,2176,75.3,95.36,652.8,17.587,67.84
4541-RMRLG,1,0.1826,4489,19.25,28.1,1346.7,33.3673,308.575
2606-RMDHZ,1,0.5406,4667,30.5,41.6,1400.1,147.611,308.425
5575-TPIZQ,0,0.2985,5593,89.15,111.98,1677.9,13.2343,-111.98
9378-FXTIZ,1,0.1857,4596,70.15,89.18,1378.8,-25.1571,255.52
4631-OACRM,1,0.5901,3621,79.4,100.28,1086.3,59.9849,171.295
8593-WHYHV,1,0.8447,4934,85.3,107.36,1480.2,205.2111,262.69
1403-GYAFU,0,0.0019,4485,20.05,29.06,1345.5,-28.4248,-29.06
7641-TQFHN,0,0.0231,3124,100.55,125.66,937.2,-120.2546,-125.66
4237-CLSMM,0,0.301,4823,20.0,29.0,1446.9,79.8756,-29.0
4360-PNRQB,0,0.4811,4030,75.6,95.72,1209.0,49.6776,-95.72
5334-AFQJB,0,0.0126,5751,25.1,35.12,1725.3,-29.7035,-35.12
9308-ANMVE,0,0.0259,5491,55.3,71.36,1647.3,-60.6944,-71.36
3530-VWVGU,0,0.0236,5657,19.9,28.88,1697.1,-18.8523,-28.88
4674-HGNUA,0,0.0052,4444,89.9,112.88,1333.2,-111.1373,-112.88
3030-YDNRM,0,0.6638,5514,74.85,94.82,1654.2,179.7032,-94.82
