CustomerID,Senior Citizen,Partner,Dependents,Paperless Billing,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Tenure Months,Monthly Charges,Total Charges,Protection Count,Abs Charge Change,Tenure Bucket_7-12,Tenure Bucket_13-24,Tenure Bucket_25-48,Tenure Bucket_49-72,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Churn Value
7571-YXDAD,0,0,0,0,0,0,0,0,0,0,2,74.9,147.15,0,1.3250000000000028,0,0,0,0,0,1,1,0,0,0,1,0,0,1
3393-FMZPV,0,0,0,1,0,1,0,0,1,1,25,100.25,2387.75,1,4.739999999999995,0,0,1,0,0,1,1,0,0,0,0,1,0,1
6402-ZFPPI,1,0,0,1,1,1,0,0,1,1,25,102.8,2660.2,2,3.60799999999999,0,0,1,0,0,1,1,0,0,0,0,0,1,1
7486-KSRVI,0,0,0,1,0,0,0,1,1,1,43,100.0,4211.55,1,2.056976744186045,0,0,1,0,0,1,1,0,1,0,0,1,0,1
8443-WVPSS,0,1,0,1,0,1,0,1,1,1,10,99.85,990.9,2,0.7599999999999909,1,0,0,0,0,0,1,0,0,0,0,1,0,1
3006-XIMLN,0,0,0,1,0,0,0,0,1,1,2,94.2,193.8,0,2.700000000000003,0,0,0,0,0,1,1,0,0,0,0,0,0,1
9965-YOKZB,1,0,0,1,0,0,0,0,0,1,9,83.85,790.15,0,3.944444444444443,1,0,0,0,0,1,1,0,0,0,0,1,0,1
0504-HHAPI,1,0,0,0,0,0,1,0,0,1,27,88.3,2467.75,1,3.098148148148155,0,0,1,0,0,1,1,0,0,0,1,0,0,1
6305-YLBMM,0,0,0,1,0,1,1,1,1,1,69,104.05,7262.0,3,1.196376811594206,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3647-GMGDH,0,1,0,1,0,0,1,0,1,1,22,94.7,1914.9,1,7.6590909090909065,0,1,0,0,0,0,1,0,0,0,1,0,0,1
3791-LGQCY,1,1,0,1,0,0,1,0,1,1,56,100.65,5688.05,1,0.9223214285714221,0,0,0,1,0,1,1,0,0,0,0,0,0,1
8166-ZZTFS,1,1,0,1,0,1,1,0,1,1,66,80.55,5265.1,2,0.7757575757575665,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2956-GGUCQ,1,1,0,1,1,0,0,0,0,0,24,78.85,1772.25,1,5.006249999999994,0,1,0,0,0,1,1,0,0,0,0,1,0,1
6595-COKXZ,0,0,0,1,0,0,0,0,0,0,1,44.45,44.45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0362-ZBZWJ,0,0,0,1,0,0,0,0,0,1,36,84.9,3067.2,0,0.29999999999998295,0,0,1,0,0,1,1,0,0,0,0,1,0,1
4211-MMAZN,0,0,0,0,0,0,0,0,0,0,1,20.25,20.25,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4274-OWWYO,0,0,0,1,0,1,0,0,0,0,1,74.35,74.35,1,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1541-ETJZO,0,0,0,0,0,0,1,1,0,0,1,62.05,62.05,2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4106-HADHQ,0,1,0,0,1,0,1,1,1,1,39,80.0,3182.95,3,1.6141025641025664,0,0,1,0,0,0,0,0,1,0,1,0,0,1
2369-UAPKZ,0,0,0,0,0,1,1,0,1,1,5,104.1,541.9,2,4.280000000000001,0,0,0,0,0,1,1,0,0,0,0,0,1,1
2778-OCLGR,1,1,0,0,1,0,0,0,0,1,24,39.1,971.3,1,1.37083333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0637-KVDLV,0,0,0,1,0,0,0,0,0,0,2,76.5,162.45,0,4.724999999999994,0,0,0,0,0,1,1,0,0,0,0,1,0,1
6633-MPWBS,0,0,0,1,0,0,0,1,0,0,5,49.2,216.9,1,5.82,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8785-EPNCG,0,0,0,0,0,0,0,0,0,0,11,23.15,245.2,0,0.8590909090909093,1,0,0,0,0,1,0,1,0,0,1,0,0,1
5729-KLZAR,0,1,0,0,0,0,0,0,0,1,4,80.85,302.75,0,5.162499999999994,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1582-RAFML,0,0,0,0,0,1,0,1,0,0,1,60.1,60.1,2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
8740-CRYFY,0,0,0,1,0,0,0,0,1,0,1,78.95,78.95,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2962-XPMCQ,0,0,0,1,0,0,0,0,0,0,2,45.15,98.5,0,4.100000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1678-FYZOW,0,0,0,1,0,0,0,0,1,0,3,79.4,244.65,0,2.1499999999999915,0,0,0,0,0,0,1,0,0,0,0,1,0,1
8627-EHGIP,0,0,0,1,0,1,1,0,1,1,44,53.95,2375.4,2,0.03636363636363882,0,0,1,0,1,0,0,0,1,0,0,0,1,1
5480-TBGPH,0,1,0,1,0,1,1,0,1,1,24,99.3,2431.35,2,2.0062499999999943,0,1,0,0,0,0,1,0,0,0,1,0,0,1
8854-CCVSQ,0,0,0,1,0,1,0,0,0,0,18,80.65,1451.9,1,0.011111111111105743,0,1,0,0,0,1,1,0,0,0,0,1,0,1
0511-JTEOY,0,0,0,0,0,0,0,0,0,0,1,71.1,71.1,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
7067-KSAZT,1,1,0,1,0,1,1,0,1,1,65,106.25,6979.8,2,1.1315384615384687,0,0,0,1,0,1,1,0,1,0,0,1,0,1
6532-YLWSI,0,1,0,0,0,0,0,0,0,0,53,20.8,1021.8,0,1.5207547169811342,0,0,0,1,0,0,0,1,1,0,0,0,0,1
9300-AGZNL,1,0,0,1,0,0,0,0,1,1,1,94.0,94.0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
1112-CUNAO,1,0,0,0,0,1,0,0,0,1,15,89.85,1424.95,1,5.146666666666675,0,1,0,0,0,1,1,0,0,0,0,1,0,1
5175-AOBHI,0,0,0,1,0,0,0,0,0,0,4,46.0,193.6,0,2.3999999999999986,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5174-RNGBH,0,0,0,0,0,1,0,1,1,0,9,66.25,620.55,2,2.6999999999999886,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7270-BDIOA,0,0,0,1,0,0,0,1,1,0,22,90.0,1993.8,1,0.6272727272727252,0,1,0,0,0,1,1,0,0,0,0,1,0,1
9565-JSNFM,0,0,0,1,0,0,0,0,0,0,38,70.45,2597.6,0,2.0921052631579045,0,0,1,0,0,0,1,0,1,0,0,0,0,1
0607-DAAHE,0,0,0,0,0,0,0,0,0,0,53,19.75,1052.35,0,0.10566037735848965,0,0,0,1,0,0,0,1,0,1,0,0,0,1
9732-KPKBW,0,0,0,1,1,0,0,1,0,0,1,53.95,53.95,2,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3389-YGYAI,1,0,0,1,0,1,1,0,1,1,8,105.5,829.55,2,1.8062500000000057,1,0,0,0,0,1,1,0,0,0,0,1,0,1
9560-ARGQJ,0,0,0,1,0,0,0,0,1,0,16,81.0,1312.15,0,1.0093750000000057,0,1,0,0,0,0,1,0,0,0,0,1,0,1
5134-IKDAY,0,1,0,1,0,0,0,0,0,0,1,69.8,69.8,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3070-DVEYC,1,0,0,0,0,0,0,0,0,0,7,73.75,545.15,0,4.128571428571419,1,0,0,0,0,1,1,0,0,0,0,0,1,1
5707-ORNDZ,1,0,0,0,1,0,0,0,0,0,9,54.55,494.05,1,0.34444444444444855,1,0,0,0,0,1,0,0,0,0,0,1,0,1
8696-JKZNU,1,0,0,1,0,0,0,0,0,0,37,76.25,2841.55,0,0.5486486486486513,0,0,1,0,0,1,1,0,0,0,0,1,0,1
5380-AFSSK,0,0,0,1,0,0,0,0,1,1,5,93.9,486.85,0,3.469999999999999,0,0,0,0,0,1,1,0,0,0,0,0,1,1
2055-PDADH,1,0,0,1,0,0,0,0,0,0,3,70.4,204.7,0,2.1666666666666714,0,0,0,0,0,0,1,0,0,0,0,1,0,1
8714-EUHJO,0,1,0,1,0,1,0,0,0,1,31,91.15,2995.45,1,5.477419354838702,0,0,1,0,0,1,1,0,0,0,0,1,0,1
3721-CNEYS,0,0,0,1,0,0,0,0,0,0,2,70.95,137.95,0,1.9750000000000085,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2568-OIADY,0,1,0,1,0,0,1,0,1,1,37,99.5,3762.0,1,2.175675675675677,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1193-RTSLK,0,0,0,1,1,1,1,0,0,0,38,83.9,3233.6,3,1.1947368421052573,0,0,1,0,0,0,1,0,0,0,1,0,0,1
2302-ANTDP,1,1,0,0,1,1,1,1,1,1,48,117.45,5438.9,4,4.1395833333333485,0,0,1,0,0,1,1,0,0,0,0,1,0,1
5923-GXUOC,0,0,0,1,1,1,1,0,1,1,10,104.4,1081.45,3,3.7450000000000045,1,0,0,0,0,0,1,0,0,0,0,1,0,1
5233-GEEAX,1,0,0,1,0,0,1,0,0,0,8,29.4,221.9,1,1.6624999999999979,1,0,0,0,1,0,0,0,0,0,0,1,0,1
4432-ADRLB,0,0,0,0,0,0,0,0,0,0,2,44.65,74.9,0,7.199999999999996,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8993-PHFWD,0,0,0,0,0,0,0,0,0,0,3,25.25,58.9,0,5.616666666666667,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1565-RHDJD,0,0,0,0,0,1,1,0,0,0,4,84.05,333.55,2,0.6624999999999943,0,0,0,0,0,1,1,0,0,0,0,0,0,1
7137-RYLPP,1,1,0,1,0,0,0,0,1,0,37,85.7,3171.15,0,0.006756756756757909,0,0,1,0,0,1,1,0,0,0,0,1,0,1
3765-JXVKY,0,0,0,1,0,1,0,0,0,0,1,74.7,74.7,1,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
7330-WZLNC,0,0,0,1,0,1,0,0,1,0,5,90.8,455.5,1,0.29999999999999716,0,0,0,0,0,1,1,0,0,0,0,1,0,1
3957-LXOLK,1,0,0,1,0,1,1,0,1,1,28,106.15,3152.5,2,6.4392857142857025,0,0,1,0,0,1,1,0,0,0,0,1,0,1
6635-MYYYZ,0,0,0,0,1,1,1,1,1,1,30,85.35,2530.4,4,1.0033333333333303,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5281-BUZGT,1,0,0,1,1,0,0,0,1,0,36,90.85,3186.7,1,2.3305555555555486,0,0,1,0,0,1,1,0,0,0,0,1,0,1
5378-IKEEG,0,0,0,1,0,0,0,0,1,0,1,35.75,35.75,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2718-GAXQD,1,1,1,0,0,0,0,0,0,0,4,46.0,181.6,0,0.6000000000000014,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6413-XKKPU,0,1,0,1,1,0,1,0,1,0,17,89.4,1539.45,2,1.1558823529411768,0,1,0,0,0,0,1,0,0,0,0,1,0,1
1449-XQEMT,0,0,0,1,0,0,0,0,0,0,3,19.8,58.15,0,0.41666666666666785,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2626-URJFX,0,1,1,1,0,0,0,0,0,0,4,50.9,225.6,0,5.5,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2612-RRIDN,0,0,0,1,0,0,0,0,1,0,4,81.0,340.85,0,4.212500000000006,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4735-ASGMA,0,0,0,1,0,0,1,0,1,1,26,98.35,2515.3,1,1.6076923076922895,0,0,1,0,0,1,1,0,0,0,0,1,0,1
3669-LVWZB,0,0,0,1,0,1,0,0,1,1,5,51.0,305.95,1,10.189999999999998,0,0,0,0,1,0,0,0,0,0,0,0,1,1
6892-EZDTG,0,1,0,1,0,1,0,0,1,0,4,91.65,365.4,1,0.30000000000001137,0,0,0,0,0,1,1,0,0,0,0,1,0,1
9725-SCPZG,0,0,0,1,0,0,0,0,1,1,1,90.85,90.85,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5884-GCYMI,0,0,0,0,0,0,0,0,0,0,1,69.4,69.4,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3217-FZDMN,1,0,0,1,0,0,1,0,1,1,8,94.45,742.95,1,1.5812499999999972,1,0,0,0,0,0,1,0,0,0,1,0,0,1
7853-GVUDZ,0,1,1,1,0,0,0,0,0,0,1,20.15,20.15,0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7480-QNVZJ,1,0,0,1,0,0,0,0,1,1,50,95.7,4816.7,0,0.6340000000000003,0,0,0,1,0,1,1,0,0,0,0,1,0,1
3943-KDREE,0,0,0,1,0,0,0,0,0,0,26,74.95,1834.95,0,4.375,0,0,1,0,0,1,1,0,0,0,0,0,0,1
9239-ZBZZV,0,0,0,1,0,0,1,0,1,1,6,47.95,305.1,1,2.8999999999999986,0,0,0,0,1,0,0,0,0,0,0,1,0,1
4398-HSCJH,0,0,0,1,0,0,0,1,1,0,3,63.6,155.65,1,11.716666666666669,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4430-UZIPO,0,0,0,1,0,1,0,1,0,0,3,36.85,108.7,2,0.6166666666666671,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4855-SNKMY,0,0,0,1,0,0,0,0,0,0,1,44.1,44.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8008-HAWED,0,0,0,1,0,0,1,0,1,1,14,50.75,712.75,1,0.1607142857142847,0,1,0,0,1,0,0,0,0,0,0,1,0,1
7124-UGSUR,1,1,0,1,0,1,1,0,1,1,61,104.4,6405.0,2,0.5999999999999943,0,0,0,1,0,1,1,0,1,0,1,0,0,1
1862-SKORY,1,1,0,1,0,1,0,0,1,0,40,39.3,1637.4,1,1.6350000000000051,0,0,1,0,1,0,0,0,0,0,0,1,0,1
1502-XFCVR,0,0,0,1,1,1,1,0,1,1,58,106.45,6145.85,3,0.48706896551723844,0,0,0,1,0,0,1,0,1,0,0,1,0,1
9692-TUSXH,0,0,0,1,1,0,0,0,1,1,18,96.05,1740.7,1,0.6555555555555657,0,1,0,0,0,0,1,0,0,0,0,1,0,1
7912-SYRQT,0,0,0,1,0,0,0,0,0,0,7,75.1,552.95,0,3.892857142857153,1,0,0,0,0,1,1,0,0,0,0,0,0,1
4816-JBHOV,1,0,0,1,0,0,0,0,0,0,2,44.7,93.7,0,2.1499999999999986,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8292-TYSPY,0,0,0,1,0,0,1,1,0,0,19,55.0,1046.5,2,0.07894736842105488,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1867-BDVFH,0,1,0,1,0,0,0,0,0,0,11,74.35,834.2,0,1.4863636363636488,1,0,0,0,0,1,1,0,0,0,0,1,0,1
2359-QWQUL,0,1,0,1,1,0,1,1,1,1,39,104.7,4134.85,3,1.3217948717948786,0,0,1,0,0,0,1,0,1,0,1,0,0,1
9103-TCIHJ,0,0,0,1,1,0,0,0,0,0,15,55.7,899.8,1,4.286666666666662,0,1,0,0,0,1,0,0,0,0,0,0,1,1
4140-WJAWW,0,0,0,0,0,0,0,0,0,0,5,19.85,108.05,0,1.759999999999998,0,0,0,0,0,0,0,1,0,0,1,0,0,1
6653-CBBOM,0,0,0,1,0,0,0,0,0,0,1,70.3,70.3,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3247-ZVOUO,1,1,0,0,0,0,0,0,0,1,10,85.55,851.75,0,0.375,1,0,0,0,0,1,1,0,0,0,0,1,0,1
6101-IMRMM,0,0,0,0,0,0,1,0,1,1,6,94.5,575.45,1,1.4083333333333456,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1268-ASBGA,1,1,0,1,0,0,0,0,0,1,16,85.35,1375.15,0,0.5968750000000114,0,1,0,0,0,1,1,0,0,0,1,0,0,1
8943-URTMR,0,0,0,1,0,0,0,0,1,0,2,79.65,152.7,0,3.3000000000000114,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4713-LZDRV,1,0,0,1,0,0,0,0,0,1,2,79.6,195.05,0,17.92500000000001,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4325-NFSKC,1,0,0,1,1,0,0,0,1,0,19,90.6,1660.0,1,3.231578947368419,0,1,0,0,0,1,1,0,0,0,0,1,0,1
2955-PSXOE,0,0,0,1,0,0,0,0,0,0,1,20.2,20.2,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7762-URZQH,0,1,0,1,1,0,1,0,1,1,66,106.05,6981.35,2,0.2719696969696912,0,0,0,1,0,1,1,0,0,1,1,0,0,1
6907-NZZIJ,0,0,0,1,0,1,0,0,1,1,36,99.15,3615.6,1,1.2833333333333314,0,0,1,0,0,1,1,0,0,0,0,1,0,1
2911-UREFD,0,1,0,0,1,0,1,0,1,1,39,55.9,2184.35,2,0.1089743589743577,0,0,1,0,1,0,0,0,0,0,0,1,0,1
3744-ZRRDZ,0,0,0,1,0,1,0,0,0,0,21,82.35,1852.85,1,5.88095238095238,0,1,0,0,0,1,1,0,0,0,0,1,0,1
5673-TIYIB,0,0,0,1,0,1,1,1,0,0,2,40.4,77.15,3,1.8249999999999957,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1602-IJQQE,0,0,0,0,0,0,0,0,0,0,4,75.35,338.1,0,9.175000000000011,0,0,0,0,0,1,1,0,0,0,0,1,0,1
4628-WQCQQ,0,0,0,1,0,0,1,0,1,0,35,85.15,3030.6,1,1.4385714285714215,0,0,1,0,0,0,1,0,1,0,0,1,0,1
1644-IRKSF,0,1,0,1,0,0,1,0,1,1,33,93.8,3124.5,1,0.8818181818181898,0,0,1,0,0,0,1,0,1,0,0,1,0,1
3705-PSNGL,0,0,0,1,0,0,0,0,0,0,45,20.4,930.45,0,0.27666666666667084,0,0,1,0,0,0,0,1,1,0,0,1,0,1
6502-HCJTI,1,1,0,1,1,1,0,0,0,1,7,94.7,673.1,2,1.4571428571428555,1,0,0,0,0,1,1,0,0,0,1,0,0,1
2606-RMDHZ,0,0,0,1,0,1,0,0,0,0,6,30.5,208.7,1,4.283333333333331,0,0,0,0,1,0,0,0,0,0,1,0,0,1
8258-GSTJK,1,0,0,1,0,0,0,0,0,0,3,77.0,237.75,0,2.25,0,0,0,0,0,1,1,0,0,0,0,1,0,1
6861-OKBCE,0,0,1,0,0,0,0,0,0,0,11,20.1,221.35,0,0.02272727272726982,1,0,0,0,0,0,0,1,0,0,1,0,0,1
9940-RHLFB,0,0,0,0,0,0,1,0,0,0,1,75.3,75.3,1,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2995-UPRYS,1,1,0,1,0,1,0,1,1,1,40,99.2,4062.2,2,2.3549999999999898,0,0,1,0,0,0,1,0,1,0,1,0,0,1
6686-YPGHK,1,0,0,0,1,0,0,0,0,1,47,85.5,4042.3,1,0.5063829787234084,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1383-EZRWL,0,0,0,0,0,0,0,0,0,0,7,20.05,164.85,0,3.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1
4759-TRPLW,0,0,0,0,0,0,0,0,0,0,1,70.4,70.4,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
8563-IIOXK,0,1,0,1,1,0,0,0,0,0,7,49.75,331.3,1,2.421428571428571,1,0,0,0,0,0,0,0,1,0,0,1,0,1
8020-BWHYL,1,0,0,1,0,1,0,0,0,0,15,75.3,1147.45,1,1.1966666666666725,0,1,0,0,0,0,1,0,0,0,1,0,0,1
2982-VPSGI,0,1,0,1,0,0,0,0,1,1,11,94.0,1078.9,0,4.081818181818193,1,0,0,0,0,1,1,0,0,0,0,1,0,1
8199-ZLLSA,0,0,0,1,1,1,1,1,1,1,67,118.35,7804.15,4,1.8701492537313413,0,0,0,1,0,1,1,0,1,0,0,0,0,1
4625-EWPTF,0,0,0,1,1,0,0,0,0,0,8,30.45,226.45,1,2.1437500000000007,1,0,0,0,1,0,0,0,0,0,0,1,0,1
5980-NOPLP,0,1,0,1,0,0,0,0,1,1,44,96.1,4364.1,0,3.084090909090918,0,0,1,0,0,1,1,0,0,0,0,1,0,1
6892-XPFPU,1,1,0,1,0,1,1,0,1,1,24,104.25,2433.9,2,2.8374999999999915,0,1,0,0,0,1,1,0,0,0,0,1,0,1
8010-EZLOU,1,0,0,1,0,1,0,0,0,0,15,80.2,1217.25,1,0.9500000000000028,0,1,0,0,0,1,1,0,0,0,0,1,0,1
9874-QLCLH,0,1,0,1,1,0,1,0,1,1,17,104.2,1743.5,2,1.6411764705882348,0,1,0,0,0,1,1,0,0,0,0,1,0,1
8062-YBDOE,1,0,0,1,0,0,0,0,0,0,1,69.65,69.65,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
6000-APYLU,0,0,0,1,0,0,0,0,0,1,9,80.8,713.1,0,1.5666666666666629,1,0,0,0,0,0,1,0,0,0,0,1,0,1
0947-IDHRQ,0,0,0,1,0,0,0,0,1,0,7,80.3,526.7,0,5.05714285714285,1,0,0,0,0,0,1,0,0,0,0,0,1,1
3672-YITQD,1,1,0,1,0,0,0,0,0,1,36,84.1,3021.6,0,0.1666666666666572,0,0,1,0,0,1,1,0,0,0,0,1,0,1
9048-JVYVF,0,0,0,1,0,0,0,1,1,1,3,69.35,191.35,1,5.566666666666663,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8988-ECPJR,1,1,0,1,0,1,0,0,0,0,34,79.6,2718.3,1,0.3500000000000085,0,0,1,0,0,1,1,0,0,0,0,0,1,1
3776-EKTKM,1,0,0,1,0,0,0,0,1,0,1,36.45,36.45,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1902-XBTFB,0,0,0,1,0,1,1,0,1,0,22,89.4,2001.5,2,1.577272727272728,0,1,0,0,0,0,1,0,0,0,0,1,0,1
0643-OKLRP,1,1,0,0,1,0,0,0,0,0,47,80.35,3825.85,1,1.051063829787239,0,0,1,0,0,1,1,0,0,0,0,1,0,1
9381-NDKME,1,1,0,1,0,0,1,0,0,1,24,40.65,933.3,1,1.7625000000000028,0,1,0,0,1,0,0,0,0,0,1,0,0,1
2794-XIMMO,0,1,0,1,0,1,1,1,1,1,53,60.45,3184.25,3,0.3698113207547209,0,0,0,1,1,0,0,0,1,0,0,1,0,1
8382-SHQEH,0,1,0,1,0,0,0,0,0,1,8,84.9,764.95,0,10.71875,1,0,0,0,0,1,1,0,0,0,0,1,0,1
2983-ZANRP,0,1,0,1,0,1,0,0,0,0,2,73.55,145.4,1,0.8499999999999943,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7845-URHJN,0,1,0,0,0,0,0,0,0,0,8,20.15,156.25,0,0.6187499999999986,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3034-ZBEQN,0,1,0,0,0,1,1,0,0,0,48,34.7,1604.5,2,1.2729166666666671,0,0,1,0,1,0,0,0,1,0,0,0,1,1
8327-LZKAS,1,1,0,1,0,0,1,1,1,1,43,107.55,4533.9,2,2.110465116279073,0,0,1,0,0,1,1,0,1,0,0,1,0,1
1075-BGWOH,1,1,0,1,0,0,1,0,1,1,16,98.75,1587.55,1,0.47187499999999716,0,1,0,0,0,1,1,0,0,0,0,1,0,1
0302-JOIVN,0,1,0,0,0,1,1,0,1,1,8,101.15,842.9,2,4.2124999999999915,1,0,0,0,0,0,1,0,0,0,0,1,0,1
5366-IJEQJ,0,0,0,1,0,0,1,0,1,0,20,88.7,1761.45,1,0.6274999999999977,0,1,0,0,0,1,1,0,0,0,0,1,0,1
1981-INRFU,0,0,0,1,0,0,0,0,1,0,2,79.75,164.5,0,2.5,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4971-PUYQO,0,0,0,1,0,0,0,0,1,1,27,94.55,2724.6,0,6.361111111111114,0,0,1,0,0,1,1,0,0,0,0,0,1,1
8485-GJCDN,1,0,0,1,0,0,0,0,0,0,5,69.05,318.5,0,5.349999999999994,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1527-SXDPN,0,1,0,1,0,0,1,1,0,1,52,96.25,4990.25,2,0.2836538461538396,0,0,0,1,0,1,1,0,0,1,0,0,0,1
6029-WTIPC,1,0,0,1,0,0,1,0,1,1,37,101.1,3744.05,1,0.09054054054054461,0,0,1,0,0,1,1,0,0,0,0,1,0,1
8634-CILSZ,0,0,0,1,0,1,0,1,1,1,69,104.7,7220.35,2,0.05724637681159095,0,0,0,1,0,1,1,0,1,0,0,0,0,1
6682-QJDGB,0,0,1,1,1,1,0,0,0,0,40,55.25,2139.2,2,1.7700000000000031,0,0,1,0,0,0,0,0,0,0,0,0,1,1
8780-IXSTS,0,0,0,1,0,1,0,0,1,0,6,90.1,521.3,1,3.2166666666666686,0,0,0,0,0,1,1,0,0,0,0,1,0,1
9530-EHPOH,0,0,0,0,0,0,1,0,0,0,11,53.75,608.0,1,1.5227272727272734,1,0,0,0,0,1,0,0,0,0,0,1,0,1
0345-HKJVM,0,0,0,0,0,0,0,0,1,1,6,89.3,577.6,0,6.966666666666669,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3049-SOLAY,0,1,0,1,0,0,0,0,1,1,3,95.2,292.85,0,2.4166666666666714,0,0,0,0,0,1,1,0,0,0,0,1,0,1
3317-HRTNN,1,0,0,0,0,0,0,0,1,1,5,45.7,198.0,0,6.100000000000001,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3235-ETOOB,0,1,0,1,1,0,0,0,0,0,8,74.5,609.9,1,1.7374999999999972,1,0,0,0,0,0,1,0,0,0,0,1,0,1
8058-INTPH,0,0,0,1,0,0,0,0,1,0,1,79.65,79.65,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5569-OUICF,1,1,0,1,0,0,0,1,1,1,28,101.3,2812.2,1,0.8642857142857139,0,0,1,0,0,1,1,0,0,0,1,0,0,1
8821-XNHVZ,0,1,0,1,0,0,0,0,1,0,1,80.05,80.05,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2082-OJVTK,0,1,0,1,0,0,1,0,0,1,29,89.2,2698.35,1,3.8465517241379246,0,0,1,0,0,1,1,0,0,0,0,1,0,1
5940-NFXKV,0,1,0,1,0,0,0,0,0,1,19,83.65,1465.75,0,6.5052631578947455,0,1,0,0,0,1,1,0,0,0,0,1,0,1
8053-WWDRO,0,1,0,0,0,0,0,0,0,0,6,19.5,146.3,0,4.883333333333336,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9564-KCLHR,0,0,0,0,0,0,0,1,0,0,1,51.25,51.25,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2082-CEFLT,0,0,0,1,0,0,0,0,0,0,1,45.6,45.6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1213-NGCUN,0,0,0,1,0,0,0,1,0,0,6,49.65,267.35,1,5.0916666666666615,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5688-KZTSN,0,1,1,1,0,0,0,0,0,0,15,20.0,288.05,0,0.7966666666666669,0,1,0,0,0,0,0,1,0,0,0,1,0,1
2894-QOJRX,0,1,0,1,0,0,0,0,1,0,25,34.0,853.0,0,0.11999999999999744,0,0,1,0,1,0,0,0,0,0,0,0,0,1
5747-PMBSQ,1,1,0,1,0,1,1,1,1,0,10,92.5,934.1,3,0.9099999999999966,1,0,0,0,0,0,1,0,0,0,0,0,1,1
